gvakvaenh	[方] 用久了变了样的锄头\n
gvamz	(见gwnguk) 狼吞虎咽\n
gvamq	[方] 壳；皮\n
gvamqmak	果皮\n
gvan	关口；关_[名词]\n[方]boh 丈夫[引称]\n
gvanbaz	[方]gvanyah；goeng'yah；gyaeujyah；bohmeh； bouxmaex；baeuqyah；foufoux；songlaux 夫妻；夫妇\n
gvancez	贯彻\n
gvandau	关刀\n
gvandingh	未婚夫\n
gvangai	灌溉\n
gvanginh	冠军\n
gvanhaeh	[方]nanaengq；daepnengq 关系\n
gvanlienz	关联\n
gvannuengx	(见nuengxgwiz) 妹夫\n
gvansiq	关税\n
gvansim	关心\n
gvanyah	(见gvanbaz) 夫妻；夫妇\n
gvanq	[方]diuq ()贯(钱)[旧时一千钱叫一贯]\n
gvanhdenj	观点  \n
gvanhmoh	观摩\n
gvanhyih	[方]gvendaengz 关于  \n
gvang	[方] 东西横置，阻碍去路\n
gvangz	(见dotbyak) 破壳\n(见manz) ①顽皮 ②野蛮\n
gvangjbo	广播\n
gvangjda	广大\n
gvangx	(见gyanggyok) 同在一个大村子中若干家自然形成的聚居点\n
gvangq	[方]hin'gvangq 矿\n宽大；广阔\n
gvangqdum	面积很宽广[多指房屋、河流、布面等]\n
gvangqgumgum	宽宽的\n
gvangqlangh	辽阔；宽广；宽阔[比gvangq宽的程度要大些]\n
gvangqluemx	[方] 宽宽的\n
gvangqmyangmyang	面积很宽广[多指房屋、河流、布面等]\n
gvangqnoemnoem	[方] 宽宽的 \n
gvangh	[方] 跳[从高处跳下] \n[方] 奔跑 \n
gvanghmingz	光明\n
gvanghyungz	光荣\n
gvat	捕(鱼)[用拦江网两人拉着捕]\n(肚子)寡[一般是因吃酸的东西过两或营养不足而产生的感觉]\n刮；搜刮；盘剥\n(见lued) 掠夺；抢夺\n(见baeh) ①篦子 ②篦\n
gvathauh	括号\n
gvaux	[方] 大口大口地啃\n
gvauq	被洪水冲来的树枝和杂草\n(见raq) 瘟疫 \n
gvauh	(见byad) 失足；滑(脚) 
gve	[方]gveraemx；lwggve；lwgraq 水瓜\n(见gaz) 阻碍；卡住；障碍\n
gveboemz	(见hoengzgva) 西瓜的一种[子粒比一般西瓜小，专要作瓜子用，其瓤味淡，一般不吃]  \n
gvehoengz	[与sihgvah同] [方]dieng；sae'gva 西瓜\n
gvehom	香瓜  \n
gveliengz	(见lwgbieng) 黄瓜\n
gve'ndiq	(见lwghaemz) 苦瓜\n
gvenou	一种野瓜[椭园形，比鸡蛋小，有青色和淡红色两种]\n
gveraemx	(见gve) 水瓜\n
gvez	[方]ngvej；gyaix 跛[比gvaix较轻微些] ga ～ 脚跛\n
gvej	[方]goenx；gaet；saed 割 ～ haeux 割稻\n[方]viet 小青蛙\n
gvejsamcom	青蛙之一种[体呈三角形，背上有花纹]\n
gvex	[方]veg；vex；dinx 吐(奶)\n
gveq	(见viq) 扒[如鸡扒圾土]\n
gved	[方]gyad 小孩还不会走路时，两手顶住地面，用屁股慢慢地移动着\n(见mbaet) (源泉)枯竭  \n(见hot) (用力)刮[用刀口平刮]  \n
gveigawj	规矩；纪律\n
gveijbajheiq	鬼把戏\n
gveijgeiq	诡计\n
gveijgvaiq	鬼怪\n
gveijgveij gvaiqgvaiq	鬼鬼崇崇\n
gveijmaj	[方]gvijgvaiq；gvaejcij；gvaejgvaet ①狡猾；奸猾 ②精灵\n
gveiq	癸[天干的第十位]\n
gveiqbeiz	桂皮\n
gveiqva	[方]myokgveiq 桂花  \n
gveihcwz	规则\n
gveihliz	规律\n
gveihmoz	规模\n
gveihva	规划\n
gvemqhaj	(见gemq) 猪油渣\n
gven	[方]ngaih；gan 关 Mbouj ～ saeh 不关事\n关闭\n
gvendaengz	(见gvanhyih) 关于  \n
gvengae	(见gaihgvanh) [机器的]开关\n
gvenq	[方]ranh 惯；习惯\n
gvenh	(见doj) 藤圈；篾圈\n(见gunz) 裙子\n
gveng	[方]gvengh；gvengq；diuq 甩；扔；抛弃；丢掉\n(见daengzlog) 藤络[挑东西的筐架，用藤或麻绳等编成]\n
gvenggawq	(见gvenggvak) 迅速地丢掉  \n
gvenggvak	[方]gvenggawq；vitvawq；ndikndawq；dot；vitvak 迅速地丢掉\n
gvengjgveiq	(见doxnem) 瓜葛\n
gvengx	(见daengzlog) 藤络[挑东西的筐架，用藤或麻绳等编成]\n[方] 圈[挑东西用的篾圈或藤圈]  \n
gvengq	[方]cingx；bokseuq；ronghcingx；gyengj 晴朗\n(见gveng) 甩；抛弃；丢掉  \n
gvengqyauyau	[方]seuq 晴朗\n
gvengh	(见gveng) 甩；抛弃；丢掉\n
gvet	刮[较小力地]\n(见gvaek) 擦(火柴)，打(火石取火)\n(见gvaek) 敲[以手指节击物] Mbouj ndaej ～ gyaeuj lwgnyez．不能敲小孩的头。\n(见dep) (慢条斯理地)小饮(酒)\n(见deu) 疏通(渠道)\n(见nyek) 杀[指杀小动物]\n
gvetdou	(见gaiqgvendou) 门闩\n
gveulatlat	[方] 缠手缠脚\n
gveux	(见niuj) ①扭[泛指] ②拧[用手指夹住扭]
gvi	归；合并；归并\n乌龟\n(见vei) 委屈\n
gvicoih	归罪，归咎\n
gvidingh	规定\n
gvidoih	归队\n
gvigawj	规矩\n
gvigek	规格\n
gvigoeng	归公\n
gvihaeuj	属于；归纳\n
gvilungz	(见haijvanj) 海碗；品碗\n
gvilwd	规律\n
gvisug	归属；所属\n
gviveh	规划\n
gviz	(见bauz) 扒(饭吃)\n
gvij	(见siujgvij) (嘴)馋\n
gvijgvaiq	(见gveijmaj) ①狡猾；奸猾 ②精灵\n
gviq	[方]yoi；dit 挑(疮、刺) ～ baez nyaenj nong 挑破疮口挤出脓 ～ oen 挑刺\n(见deuq) (用细棍子慢慢)拨\n
gviqbaez	桂皮；肉桂皮\n
gviqcawq	[方]dojdieg 贵处\n
gviqcienh	贵贱\n
gvih	柜子\n跪\n
gvihdaiz	柜台；栏柜\n
gvihdoengj	(见doengjgvih) 抽屉；柜桶\n
gvihnaengh	(见cueggvih) 矮柜子  \n
gvien	(见gvingz) 小铁环;小铁圈\n(见rumj) 围拢\n(见homh) 围；包围；围团；包抄\n
gviengjdaengjyae	(见fandingqdaeuj) 翻筋斗\n
gviengqgviq	(见siuqrumz) 吹口哨\n
gvik	圈 song ～ duk 两圈竹篾\n(见gvingz) 小铁环；小铁铁  \n(见cuengx) 竹架子\n(见gien) 圆圈\n(见gvaengh) 圆圈\n
gvikmauh	[方]gyokmauh；gvaengzmauh 竹制的帽圈[直接套在头上的]\n
gvinj	(见myaeuh) 轻浮\n
gvinx	(见gvaengz) 绕(道)\n
gving	[方] 用角向侧面触\n
gvingz	[方]gvik；gvien 小铁环；小铁圈\n[方]gvaengz 框[指筛子、盛箕等竹器的框]\n(见bwngh) 器皿的突出边沿\n
gvingj	(见gingjlulu) (大物体)不停地滚动\n(见giux) 翘[例如木板被晒后翘起]\n(见mbitniuj) 变形；翘\n
gvingx	(见gaex) 推\n
gvit	(见deuq) (用细棍子慢慢)拨  \n
gviurumz	(见siuqrumz) 吹口哨 
gvwd	(见gaed) 短
gw	(见gueng) 喂；饲养；豢养\n
gwz	(见gyoengz) ()捆(很零乱的东西)\n
gwzfuz	克服\n
Gwzlauj	仡佬\n
gwzming	革命\n
gwj	助词[连接动词和象声词用] yiengj ～ cum 扑通一声响 diuq ～ yat向上一跃\n
gwjvah	(见ganjnaeuz) Gou ～ de bae hagdangz la．我以为他上学校去了。\n
gwx	[方] 暂时住；寄寓\n(见daengx) 停，暂停\n[方] 自恃\n
gwq	(见gawq) 锯[把木头锯成段]\n(见caenh) 尽是；老是；总是\n(见yied) 越……越…… ～ byaij ～ vaiq 越走越快\n
gwqgonq	(见seizgonq) 古时\n
gwqgwq	(见ciengzseiz) 常常；经常；时常\n
gwqheh	(见yaep) 一会儿；一下子\n
gwqnduj	(见codaeuz) 开始；起初；初头；开头\n
gwqneix	(见seizneix) 这时；现在；如今 De ～ mbouj youq ranz．他现在不在家。\n
gwh	(见gou) 我\n
gwhlaih	(见ganjnaeuz) 以为\n
gwhraix	(见dahraix) 真的；真正的；实在的\n
gwd	[方]gwg；gud 稠[液体的]\n
gwed	[方]mbek ①扛 ②担负\n[方]bog 捆 song ～ oij 两捆甘蔗\n
gwenj	(见biengj) ①揭(开) ②掀 ～ denz 掀被子\n
gwet	[方] (饭)稀烂\n
gwg	(见gwd) 稠[液体的]\n
gwgmboedmboed	[方] 稠稠的\n
gwgngwtngwt	[方] 稠稠的\n
gwimawq	(见lwggwizmoq) 新郎\n
gwiznuengx	(见nuengxgwiz) 妹夫\n
gwih	骑  \n
gwn	①吃；喝；饮食 ②(植物)吸收(养料)\n(见cit) 抽(烟)；吸(烟)\n
gwnbid	(见gwnboih) 背地吃；私自吃\n
gwnboih	[方]gwnbid 背地吃；私自吃\n
gwncai	[方]gwncingh 吃斋\n
gwncang	贪赃  \n
gwncienz	[方]damyaem；gwnngaenz 贪污\n
gwncingh	(见gwncai) 吃斋\n
gwndaenj	生活[指衣食部分]\n
gwnfaenh	(见dingj) 继承；过房；过继\n
gwngak	①全部吃掉 ②迅速地吃\n
gwngat	(见dinghvaen) 定婚  \n
gwngoq	[方]guhgoq 应雇；受雇\n
gwngoek	吃老本  \n
gwngoemz	[方] 躲着吃；背人独吃\n
gwnguk	[方]gvamz 狼吞虎咽\n
gwngungq	(见catsaij) (吃 、鑚)空子\n
gwn'gvai	[方]haigvai 吃空子；取巧  \n
gwnheiq	(见souhheiq) 受气\n(见heiq) ①忧怨 ②担忧；顾虑\n
gwnhoj	吃苦\n
gwnhoengz	[方]lingzcingz 为赏钱而替出赏人干事\n
gwnhoengq	(见gwnndwi) 白吃；空吃\n
gwnhoih	会餐\n
gwnhung	[方]boggwn；gwnlaux 大吃大喝\n
gwnlaeuj	吃喜酒\n
gwnlaux	(见gwnhung) 大吃大喝\n
gwnlex	(见dinghvaeu) 定婚\n
gwnndwi	[方]gwnhoengq 白吃；空吃\n
gwnngaenz	(见gwncienz) 贪污\n
gwnngoebngoeb	方 一大口一大口地吃\n
gwnngomh	(见mywnh) (工作)容易 \n
gwnnywjsang	[方] ①挑剔吃穿 ②见异思迁，这山望着那山高\n
gwnrengz	费力；吃力\n
gwnvi	[方]siedvi；sieddaej 吃亏\n
gwnvunz	敲竹杠；敲诈勒索\n
gwnz	[方]dingz；nw 上；上面 ～ciengz yawj max doxdik[成语]在墙上看马相踢[袖手旁观]\n(见vunz) 人口\n
gwnzbiengz	社会上；世界上\n
gwnzbyonghngoenz	午前\n
gwnzfwngz	手头\n
gwnzmbanj	[方]ndawmbanj；lajmbanj 乡下；农村\n
gwnzmbwn	[方]nwfax；dingzfax 天空；空中；天上\n
gwnznamh	地面\n
gwnzndoi	(见gyangdoengh) 野外\n
gwnzvamz	(见vah) 话；语言\n
gwnjdangq	(见cangqdangq) 上当\n
gwnjnoengz	(见baedauq) 上下；左右(表约数)\n
gwt	(见gyoenh) 慢慢地移动\n(见nyan) 疥疮
gya	家 dang ～ guh cawj 当家作主\n加，增加\n(嗓子)嘶哑[比"hep" 哑的程度要轻些]\n(见fwen) 山歌；民歌\n
gyaban	加班\n
gyaboix	加倍\n
gyabuz	(见lauxyah) 家婆[引称]\n
gyacang	嫁妆\n
gyadaej	[方]gyadangq；hokranz；cinqgya 家底\n
gyadangq	(见gyadaej) 家底\n
gyafap	加法\n
gyafung	加封\n
gyagaenj	加紧\n
gyagiengz	加强；增强\n
gyagoeng	[方]baeuq 家公；丈夫的父亲[引称]\n加工\n
gya'gyauq	家教\n
gyahaeuj	加入；投身\n
gyahaih	加害；栽赃\n
gyahoh	[方] 较远的家族\n
gyahung	扩大\n
gyalaeg	增进；加深\n
gyalai	加深\n
gyalijliq	[方] 一种游戏\n
gyamax	加码\n
gya'ndat	加热\n
gyasaefaex	木器\n
gyasaeh	家事；家常\n(见hongranz) 家务\n
gyasang	增高\n
gyasei	家具；家私\n
gyavaiq	加快\n
gyaz	[方]cah 堵塞[多指用荆棘堵住篱笆或园边的漏洞]  \n(见dub) 耙(水田)[指耙第一次；把大的土块耙碎]  \n
gyazfeiz	钾肥 \n
gyaznya	(见byozrum) 草丛\n
gyaj	秧；秧苗\n假；不真实  \n
gyajbauq	虚报；假报\n
gyajcang	[方]cang 伪装;假装  \n
gyajcomj	[方]gyajsomx 将剩下下的秧苗插在一起，以备补植用\n
gyajdiuz	假条\n
gyajeiq	[方]gyajiq 假意\n
gyajgeiz	假期\n
gyajgyumqq	[方] 隐隐约约地[看见或者听见] Aen dap Yenzanh gaenq raen di ～ he lo．延安的宝塔已经隐隐约约地看见了。\n
gyajhaemh	(见gyanghaemh) 晚上;晚间\n
gyajiq	(见gyajeiq) 假意\n
gyajloek	[方] 假客气\n
gyajmauh	浮夸；假冒；冒充\n
gyajnaj	(见yienghsiengq) 面貌\n
gyajngoenz	(见gyangngoenz) 昼间，白天 \n(见doengxngonz 与 gyangngoenz) 白天；昼；昼间\n
gyajok	(见canggyaj) 假装\n
gyajsiengq	(见siengqgya) 神气十足；摆架子\n
gyajsiet	(见danghnaeuz) 假若；假使；假如；结果；比如，倘若；假设\n
gyajsomx	(见gyajcomj) 将剩下的秧苗摆在一起，以备补植用\n
gyajyanh	(见vaiqgyaj) ①虚假 ②偷工减料\n
gyax	(见cwx) 野生\n
gyaxbauq	(见gangjboq) 吹牛；讲大话\n
gyaxbyaekgat	(见byaekgatcwx) 野芥菜\n
gyaxya	(见lwggyax) 孤儿\n
gyaq	()架(飞机) song ～ feihgih 两架飞机\n( )辆 ～ danci ndeu 一辆单车\n(见gyaqcienz) 价；价钱；价目；价格\n(见goetgangq) 骨架[骨头架子]\n[方] 用横条架成未铺板的楼架 \n
gyaqcang	嫁妆\n
gyaqciq	[方]gyaqseiq；gacae；gyaetnyaed；lek；lig 漂亮；精致\n
gyaqcienz	[方]gyaq 价；价钱，价目；价格\n
gyaqdaemqhaizcauj	(见daengqhaizcauj) 打草鞋用的板凳\n
gyaqguj	(见guj) 估计；猜测\n
gyaqhaw	(见hawgyaq) 市价  \n
gyaqnaj	(见yienghsiengq) 面貌\n
gyaqranz	[方]gauqcienj；bouhliengz屋架\n
gyaqrek	[方]anqcauq 锅架[竹木制成，用以安放锅头]\n
gyaqseiq	(见gyaqciq) 漂亮；精致\n
gyahfeih	咖啡\n
gyad	越轨\n[方] 瘫痪\n(见gved) 小孩还不会走路时，两手顶住地面，用屁股慢慢地移动着\n(见gyoenh) 慢慢地移动\n
gyadgyax	[方] 随便席地而坐\n
gyae	远\n(见ndaem) 种(田)；插(秧)；栽(树)；植(树)\n
gyaegigi	[方] 遥远j极远\n
gyae'gvangq	遥远\n深广\n
gyae'gyanggyang	遥远，极远\n
gyae'gyawj	远近\n
gyaemax	(见coengzlaiz) 从来；向来；素来\n
gyaemengz	(见ndaemmak) 种痘\n
gyaeraez	深长；深远\n
gyaez	[方]ngaiq；maij 爱；爱好\n想念；挂念；悬念；思念[与siengjniemh同]\n
gyaezgigi	[方] 很挂念；很想念\n
gyaezgyoh	[方]siet；ngaiqsik；dijsik 爱惜\n
gyaezgywdgywd	[方] 很想念\n
gyaezhek	[方]hingqgek；houhek；maijhek；naengxgek；ngaiqhek 好客\n
gyaeq	蛋；卵\n
gyaeqbyaek	[方]gyaeqhaeux 食用的蛋[没有受过精的蛋]\n
gyaeqbyau	[方]gyaeqfangx；gyaeqsa；gyaeqrumz 软壳蛋\n
gyaeqdaekmax	螵蛸\n
gyaeqdaigaemz	[方]gyaeqgaemz；gyaeqdaingaenz 鸡仔未孵出就死在蛋内的蛋\n
gyaeqdaingaenz	(见gyaeqdaigaemz) 鸡仔未孵出就死在蛋内的蛋\n
gyaeqfangx	(见gyaeqbyau) 软壳蛋\n
gyaeqgaeq	鸡蛋\n
gyaeqgaemz	(见gyaeqdaigaemz) 鸡仔未孵出就死在蛋内的蛋\n
gyaeqhaeux	(见gyaeqbyaek) 食用的蛋[没有受过精的蛋]\n
gyaeqhak	(见gyaeqhenj) 蛋黄\n
gyaeqhau	[方]hakhau；hakbieg；myonzbiek 蛋白\n
gyaeqhenj	[方]gyaeqhak；myonzlieng；hakhenj 蛋黄\n
gyaeqhonz	溏心蛋；散黄蛋\n
gyaeqraem	(见raem) 睾丸\n
gyaeqrumz	(见gyaeqbyau) 软壳蛋\n
gyaeqsa	(见gyaeqbyau) 软壳蛋\n
gyaeb	[方]saengx；caeb 扎 ～ sai 扎带子\n[方] 赶(上)；追(上)\n(见laeh) 追；赶；驱逐\n(见haih) ①(花)凋谢 ②火势逐渐减退 ③散；分散\n
gyaebdiuz	(见ngamj) 凑巧；恰巧\n
gyaebgyonj	归结\n
gyaebhwet	(见saihwet) 腰带\n
gyaed	[方] 疯瘫，瘫痪；偏瘫\n(见gyoenh) 慢慢地移动\n
gyaedgyaed	(见ciemh) 渐；渐渐\n
gyaeg	格 Aen hab neixmiz sam ～．这个盆子有三格。\n(见eijci) 小孩坐的一种椅子\n(见saemh) 盘问\n
gyaek	①格 Aen gvih neix miz song ～．这个柜子有两格。 ②级Aen sok neix miz cib～．这个码头有十级。\n①土卷纱器[用竹篾编成] ②用土卷纱器卷纱\n(见gaenx) 勤；勤劳；勤恳；辛勤；勤勉\n(见rox) 会；知道；懂，认识\n(见caem) 沉淀\n(见gvaek) 敲[以手指节击物] Mbouj ndaej ～ gyaeuj lwgnyez．不能敲小孩的头。\n(见vax) 随便地抓\n
gyaekgeq	(见yoeg) 欺骗；引诱\n
gyaem	[方]gvaet；lut 侉[口音不同]\n(见geih) 忌讳\n(见biuz) 浮萍\n
gyaemgywkgywk	口音完全听不懂\n
gyaemz	[方]haemx；led；diq；homz 密合\n
gyaemznga	(见cajnga) 木叉子[一种工具]\n
gyaemj	(肌肉)结实\n
gyaemx	(见caiqlij) 并且；同时；而且；以及\n(见lienz) ……连……\n
gyaemq	紫红(色)\n(见caemq) 顿；跺(脚)\n(见maez) ①晕迷；迷 ②麻醉\n
gyaemh	(见cungz) 重复\n[方] 牛吃草吃得很干净，如刀割过一样\n
gyaen	[方]haen；naen 形容绳子打得很结实\n打鼾\n
gyaenj	(见cagaenj) 抓紧(工作、时间等)\n
gyaenjmbaet	(见mbaetheiq) 屏息；屏气\n
gyaenjnaux	(见docih) 多谢；感谢；道谢；谢谢\n
gyaenx	(见giz haenx) 那里\n[方] 擀\n[方] ["giz haenx"的合音读法]那里；那边\n
gyaenq	膻气；臊臭\n
gyaenqnaux	(见docih) 多谢；感谢；道谢；谢谢\n
gyaenqsaengsaeng	[方] 野兽或尿的臊气很重\n
gyaenh	[方]caet；raenh 轻轻地砍断竹筒或小木头\n(见gyaengh) ( )截[人工分成的]\n
gyaeng	[方]haeng 囚；关； 监禁 ～ mou 关猪\n(见rom) 蓄(水)；贮(水)\n[方] 储存；装，留[指液体]\n
gyaengz	(见gaeu) 抓(痒)；搔(痒)\n
gyaengj	[方]geng；ndaj 冻僵  \n(见gyangq) 犟；固执；不服劝导\n(见manz) 顽皮\n(见anj) 怔；愣\n(见yaemz) 沉；沉重[指掂重物时的感觉]\n
gyaengq	(见gyangq) 犟；固执；不服劝导\n
gyaengh	[方]geh；gyaenh ()截[人工分成的]\n[方]geh ()节(甘蔗)[用人工分成的] song ～ oij 两节甘蔗\n
gyaep	[方]boenq；neb；homh；sed；deb 撵；追；追赶；驱逐\n斗笠；雨帽\n[方]git 鳞\n疮痂\n(见gyoet) 追逼(债务)  \n(见rib) 指甲\n
gyaepgaemh	追捕\n
gyaepgya	(见ronggya) 竹壳；箨[竹笋上一片一片的皮]\n
gyaeplaeng	尾追\n
gyaepliengj	雨具\n
gyaeplinh	山甲片\n
gyaepmeg	(见mauhdiemx) 草帽\n
gyaeprong	[方]mauhrong 斗笠[竹叶制的]\n
gyaet	[方]nyaej；gaet 嗑(瓜子)\n[方]aeuya 妇女用线箝拔汗毛的动作\n(见laeg) 勒\n
gyaetfaenz	(见geuqheuj) 熟睡后，无意的磨咬牙齿\n
gyaetliuj	小偷；扒手\n
gyaetnyaed	(见gyaqciq) 漂亮；精致\n
gyaeu	[方]souhyienz；naihsouh；souhlaux 长寿\n
gyaeundei	[方] 美丽，漂亮；华丽；艳丽\n
gyaeuz	()个(蒜头) song ～ gyaeujho 两个蒜头\n(见gouz) 求(签)，抽(签)[指迷信行为]\n(见gouz) 求；恳求；要求\n
gyaeuj	[方]hu 头；头(尾)；首(尾)\n(见gyongz) 捅；撞 Aeu saux ～ makbug 拿竹竿捅柚子\n[方] ()口(人)\n(见hoed) 搅；搅拌\n(见fag) 搅[如用筷子搅生鸡蛋]\n
gyaeujcauq	锅台\n
gyaeujciengz	墙头\n
gyaeujdot	头疼\n
gyaeujfoeg	(见uklaux) 头脑发达\n
gyaeujgun	(见duqbyoem) 髻；发髻\n
gyaeujho	[与gyaeujsuenq同] 蒜头\n
gyaeujhodog	独头蒜\n
gyaeujhoq	[方]hugaeuq 膝盖\n
gyaeujien	烟头\n
gyaeujlungz	[方] 水车上端，水板的轮轴\n
gyaeujmbaeu	(见mbaeu) 光浮\n
gyaeujmbanj	村头\n
gyaeujnaz	田头\n
gyaeujnaen	(见duqbyoem) 髻；发髻\n
gyaeujnaengj	(见haeuxnaengj) ①蒸的糯米饭 ②泛指糯米饭\n
gyaeujndoq	光头\n
gyaeujngwz	[方]hu'ndwen 蛇头疮[生在指头上]\n
gyaeujraeh	(见gokraeh) 地边；地角\n
gyaeujsaeng	(见aencoeng) 髻网\n
gyaeujsauq	(见nyaenh) 头癣\n
gyaeujsuenq	[与gyaeujho同] [方]husuenq 蒜头\n
gyaeujsuenqdog	独头蒜\n
gyaeujvaq	[方]huvaq 裤腰\n
gyaeujvunz	(见vunz) 人口\n
gyaeujyah	(见gvanbaz) 夫妻；夫妇\n
gyaeuq	[方]gyaeuh；gyoekgyaeuh；nyoeknywenq；nyoeknyaenq；suksaeuq；saegsaeuh 抖动；摇动[用箩筐或袋类装载物品时，使盛物挤得更紧，力求多装一些]\n摇动[把容器摇动几下，使盛物挤得更紧，好多装一些]\n(见ngauz) 摇动;摇\n(见saenqmaet) (腿)抖动\n(见saeuj) 抖掉，抖动\n
gyaeuqgaenj	(见gouqhaen) 救济\n
gyaeuqgwq	(见saeujsawq) 干脆抖掉\n
gyaeuqhoiz	(见gouqdauq) 挽回\n
gyaeuh	[方] 拉(人)  \n(见gyaeuq) 抖动；摇动\n(见caeu) 抽；拈\n(见loenq) 落；脱落  \n(见laeh与gyaep) 追；赶；驱逐\n
gyaeuhmiz	[方] 固有\n
gyag	(见gvaek) 敲[以手指节击物] Mbouj ndaej ～ gyaeuj lwgnyez．不能敲小孩的头。\n[方]hag 咳(痰)\n
gyai	[方] ①(竹壳)脱落 ②(老人)去世\n
gyaiz	(见laep) 大篾筐[装木炭、瓷器用]\n(见mbung) 盛谷物的园囤[用竹篾编成]\n
gyaij	借故；借口；托故\n
gyaijbingh	托病\n
gyaijgik	借故偷懒\n
gyaijviq	(见gaijviq) 解秽\n
gyaijyienq	(见yienqgaij) 调停\n
gyaix	(见gvez)跛[比 gvaix较轻微] ga ～ 脚跛\n
gyaiq	[方] 赶(上)；追(上) ～ hwnj de bae． 赶上他。  \n[方]haenzhen 界；界线\n[方] 用木棍乱打\n[方] 非常；十分\n(见biek) (小孩)断(奶)\n
gyaiqbaiz	界碑\n
gyaiqdauh	(见gaiqdauh) 取得道公身份的一种仪式\n
gyaiqguek	国界\n
gyaiqgvaq	(见ceiq) 最\n
gyaiqhanh	界限\n
gyaiqndwen	(见gai'ndwen) 妇女生小孩满月后，第一次回娘家．\n
gyaih	[方]muh 耙[旱耙田或地]\n[方]geq ①摊匀具[晒谷时用来摊匀谷子] ②用木耙把谷子摊平\n
gyak	癣\n[方]bangz (用斧)修削\n[方]hag 咳(痰)\n(见doengzdawh) 筷子筒  \n
gyakhanq	(见hanhban) 汗斑  \n
gyakhau	白癣\n
gyakhoengz	红癣\n
gyam	(见gaen) 跟；跟随；随，随从\n(见riengz) 跟；跟随\n
gyamx	(见nyamx) 打冷颤\n[方] 并且；同间；而且;以及\n
gyamxgyaz	[方] 有头无尾\n
gyamq	[方]nanq 一大针一大针地缝\n(见damq) 绗\n
gyan	[方]canluem；daen；nwn；ndwnj；gyanx；nwnx；loemh；daenq 吞[未经嚼或者细嚼而整个、整块的吞下]\n(见doenq) 吞没；侵吞\n(见haeuj) 套(棉胎)\n
gyangwn	侵吞[暗中非法占有]\n
gyanz	[方] 爬行\n(见daz) 蔓延；攀延；伸延\n
gyanj	(见minj) 填补(裂缝)\n(见rubrab) 马虎\n
gyanjgyuq	(见rubrab) 马虎\n
gyanx	[方]laenh 滚压；辗\n(见gik) 懒；懒惰\n(见gyan) 吞[未经嚼或细嚼而整个、整块地吞下]\n
gyanq	[方]gik 形容气味刺鼻的感觉[如炒辣椒时或石灰粉末飞扬时，鼻子闻到气味后的感觉]\n
gyanh	农具名[用宽而厚的竹片编成，长四、五尺，宽二、三尺，打麦子用]\n(见bungz) ①棚 ②棚圈\n[方] 老是；净是\n(见gudog) 孤独\n
gyang	半[容量、高度的半数] ～ vanj raemx 半碗水\n[与cungqgyang同] 中间\n(见gvaiz) 晏  \n
gyangbaq	[方]rogndoi；gyangndongj 山野\n
gyangbuenz	(见gyanghongh) 院子，院落\n
gyangdangq	(见ding) 厅堂\n
gyandien	露天 \n
gyangdien	(见diencingj) 天井\n
gyangdoengh	[方]rogndoi；gwnzndoi 野外\n
gyangfwngz	手心\n
gyangguenz	(见gyanghongh) 院子；院落\n
gyanggwnz	(见gyanghwnz) 深夜\n
gyanggyoengq	(见gyanghongh) 院子\n
gyanggyok	村巷\n[方]gonz；gvaengx；lueng；gvangx 同在一个村子中几家或十几家自然形成的聚居点\n
gyanghaemh	[与doenghaemh同] [方]daengzgaemh；gyajhaemh 晚上；晚间\n
gyanghaet	[方]naw；doengxhaet；daengznaw 早上；上午\n
gyanghongh	[方]daxhongh；daizhongh；gyangbuenz；gyangluengq；gyangguenz；gyanggyoengq 院子；院落\n
gyanghwnz	[方]doengxhwnz；gyanggwnz 深夜\n[方]byonghhwnz 半夜\n
gyanglozsanj	降落伞\n
gyangluengq	(见gyanghongh) 院子；院落\n
gyangmbwn	(见byonghmbwn) 天空；空中\n
gyangndongj	(见gyangbaq) 山野\n
gyangngoenz	[方]doengxngoenz；gyajngoenz 昼间；白天\n(与doengxngoenz同) [方]gyajngoenz 昼；白天；昼间\n(见daengngoenz) 太阳\n
gyangsim	中心[物体的中心]\n
gyangz	[方]gangz；gongz 哼；呻吟\n(见cangz) 两\n
gyangzgenh	强奸\n
gyangznaek	[方]gongznaek 哀叹\n[方]cangznaek 叹(气) [与danq同]\n
gyangjbex	(见baeh) 讽刺；讥讽，指桑骂槐\n
gyangjdaiz	讲台\n
gyangjgaij	讲解\n
gyangjgiu	讲究\n
gyangjngoenz	(见daengngoenz) 太阳\n
gyangq	[方]gyaengj；gaengj；gyaengq 犟；固执；不服劝导\n降；降级\n[方]rangq 陀螺[小孩玩具之一]\n(见giengz) 犟，倔\n
gyangqdaemq	贬低\n
gyangh	(见bongh) 掷(镖)\n[方] 蹂躏\n
gyanghmax	(见daekmax) 螳螂\n
gyap	[方]fwnzgiek：liubog 劈成块的木柴\n[方]gap 甲[天干第一位]\n(见ceiq) 最\n(见goetgangq) 骨架[骨头架子]\n(见byuk) ①壳 ②(果实的)衣\n
gyapbangx	[方]gyapguengj；saebat；gyapgvengh 蚌\n
gyapguengj	(见gyapbangx) 蚌\n
gyapgvengh	(见gyapbangx) 蚌\n
gyaphob	(见hab) ①适合；适宜 ②符合\n
gyau	交；交纳；缴\n
gyauban	交班\n
gyaucai	交差\n
gyaucingz	交情\n
gyaudaej	交底\n
